;outstanding_balance;age;dslp;dsldc;antiquity;feature;installment_amount;target
2469;5300.0;50;52;70;100;0.6666666666666666;250.0;0
2470;1200.0;44;154;64;100;1.0;220.0;0
2471;3000.0;48;70;68;200;0.6666666666666666;270.0;0
2472;1000.0;51;64;71;2100;0.5;120.0;0
2473;1700.0;37;1676;57;1600;1.0;110.0;1
2474;1100.0;56;75;76;2400;0.625;100.0;0
2475;400.0;61;67;81;3200;0.7142857142857143;60.0;1
2476;2700.0;39;61;59;2100;1.0;200.0;0
2477;900.0;61;71;81;2600;0.75;200.0;1
2480;4600.0;62;81;82;400;0.6666666666666666;200.0;1
2481;2300.0;48;609;68;1400;0.5;170.0;1
2482;2400.0;66;317;86;300;1.0;160.0;0
2483;1900.0;57;82;77;1800;0.9166666666666666;100.0;1
2484;6100.0;48;77;68;100;0.6666666666666666;400.0;0
2485;3200.0;40;55;60;1800;0.6666666666666666;260.0;0
2486;1500.0;77;2319;97;2300;2.0;170.0;1
2487;1800.0;56;54;76;600;0.6666666666666666;150.0;1
2488;1700.0;36;168;56;100;1.0;100.0;0
2489;1000.0;61;70;81;2600;0.5;60.0;0
2490;3300.0;61;70;81;2700;0.6;100.0;0
2491;1500.0;42;58;62;2000;0.7647058823529411;200.0;0
2492;2000.0;45;197;65;100;1.0;200.0;1
2493;1900.0;42;198;62;100;1.0;180.0;0
2494;700.0;57;82;77;1900;0.6428571428571429;100.0;1
2495;2400.0;43;2164;63;2100;0.5;200.0;0
2496;700.0;62;59;82;200;0.5;100.0;1
2497;1100.0;43;136;63;100;1.0;200.0;0
2498;13000.0;56;2167;76;2100;0.6666666666666666;250.0;0
2499;3700.0;42;289;62;200;1.0;240.0;0
2500;1300.0;39;169;59;100;0.5;170.0;1
2501;3400.0;47;79;67;3000;0.625;120.0;0
2502;2300.0;37;198;57;100;0.5;200.0;1
2503;1400.0;63;80;83;3100;0.75;200.0;0
2504;2900.0;44;1543;64;1500;2.0;500.0;0
2505;700.0;40;258;60;1900;0.3;100.0;0
2506;31100.0;53;52;73;2600;0.5;120.0;1
2507;900.0;50;67;70;100;0.8333333333333334;130.0;1
2508;700.0;44;74;64;300;0.7272727272727273;100.0;0
2509;1300.0;51;2908;71;2900;1.0;350.0;1
2510;1400.0;36;463;56;400;1.0;707.45;0
2511;1400.0;37;229;57;200;1.0;80.0;0
2512;2900.0;42;353;62;300;1.0;100.0;0
2513;600.0;61;73;81;3300;0.5;120.0;1
2514;2500.0;46;74;66;600;0.5;100.0;0
2515;2100.0;53;96;73;200;0.75;100.0;0
2516;3800.0;61;1662;81;2300;0.5;200.0;1
2517;5000.0;69;62;89;200;0.4166666666666667;220.0;0
2518;2400.0;41;74;61;2100;1.0;120.0;0
2519;6400.0;54;62;74;1800;0.9444444444444444;300.0;0
2520;3000.0;61;59;81;2100;0.9375;150.0;1
2521;2400.0;56;266;76;200;1.0;100.0;0
2522;2100.0;44;141;64;100;0.5;180.0;0
2523;8200.0;61;61;81;300;0.7142857142857143;150.0;1
2524;2400.0;65;314;85;300;1.0;514.74;0
2525;4000.0;37;84;57;1700;0.9166666666666666;150.0;1
2526;1800.0;79;60;99;200;0.6666666666666666;100.0;1
2527;3000.0;65;81;85;2900;0.6111111111111112;200.0;0
2528;3500.0;59;467;79;400;1.0;200.0;0
2529;1300.0;38;54;58;2100;1.0;130.0;0
2530;2500.0;59;54;79;500;1.0;125.0;1
2532;1700.0;56;345;76;300;1.0;130.0;0
2533;4700.0;57;61;77;200;0.7777777777777778;200.0;0
2534;3600.0;54;78;74;500;0.5;100.0;1
2535;400.0;63;58;83;1200;0.7272727272727273;80.0;1
2536;2600.0;35;143;55;100;1.0;100.0;0
2537;3000.0;65;63;85;200;0.38461538461538464;150.0;0
2538;400.0;78;58;98;2400;0.75;100.0;1
2539;2000.0;51;205;71;200;1.0;120.0;0
2540;3600.0;34;297;54;200;0.14285714285714285;300.0;0
2541;7300.0;76;2508;96;2500;2.0;200.0;1
2542;1600.0;39;59;59;1600;0.7857142857142857;100.0;1
2543;3700.0;61;81;81;2900;0.8666666666666667;100.0;0
2544;2000.0;61;73;81;2500;1.0;75.0;0
2545;1400.0;53;52;73;300;0.6666666666666666;120.0;0
2546;1000.0;41;58;61;400;1.0;100.0;0
2547;2000.0;59;84;79;1200;0.4166666666666667;200.0;1
2548;2500.0;40;1009;60;1400;1.0;170.0;0
2549;1300.0;40;1009;60;1400;0.5;120.0;0
2550;2400.0;37;51;57;1900;15.0;200.0;0
2551;1800.0;33;117;53;100;1.0;99.09;0
2552;1900.0;52;117;72;100;1.0;150.0;0
2553;2100.0;45;236;65;200;1.0;160.0;0
2554;700.0;55;106;75;100;1.0;100.0;0
2555;400.0;59;533;79;1800;0.2857142857142857;70.0;0
2556;1100.0;61;2061;81;2400;0.5;180.0;0
2557;25700.0;44;85;64;1800;0.7777777777777778;300.0;0
2558;4400.0;33;117;53;100;1.0;100.0;0
2559;4000.0;66;65;86;2000;0.8333333333333334;120.0;1
2560;2800.0;56;60;76;1700;0.7;400.0;0
2561;2200.0;54;67;74;100;1.0;100.0;0
2562;5300.0;59;109;79;100;1.0;220.0;0
2564;1700.0;76;120;96;100;1.0;180.0;0
2565;3000.0;38;120;58;100;1.0;150.0;0
2566;60600.0;56;55;76;1500;3.0;500.0;1
2567;3500.0;39;120;59;100;1.0;150.0;0
2568;2600.0;46;120;66;100;1.0;250.0;0
2569;1200.0;61;83;81;2400;0.7692307692307693;80.0;0
2570;600.0;35;56;55;400;0.4666666666666667;150.0;0
2571;2500.0;45;120;65;100;1.0;210.0;0
2572;4200.0;75;62;95;3400;0.35;120.0;0
2573;2800.0;42;301;62;200;1.0;200.0;0
2574;600.0;61;64;81;3300;0.3333333333333333;100.0;0
2575;1500.0;61;2919;81;2900;1.0;400.0;1
2576;500.0;50;54;70;1200;0.6666666666666666;120.0;1
2577;2400.0;66;352;86;300;0.3333333333333333;400.0;0
2578;18800.0;56;62;76;2100;1.1333333333333333;170.0;1
2579;1900.0;51;121;71;100;1.0;80.0;0
2580;4200.0;54;2954;74;2900;1.0;235.0;0
2581;1900.0;69;96;89;2600;0.5454545454545454;200.0;0
2582;2900.0;49;61;69;2800;0.6;120.0;0
2583;3100.0;62;118;82;100;1.0;200.0;1
2584;3000.0;61;150;81;100;1.0;150.0;0
2585;9900.0;56;58;76;2300;0.8333333333333334;200.0;0
2586;5900.0;43;57;63;2200;0.8461538461538461;250.0;0
2587;2500.0;58;367;78;300;1.0;220.0;0
2588;3200.0;61;4035;81;4100;1.0;150.0;0
2589;1400.0;66;2992;86;3400;1.0;75.0;0
2590;600.0;68;84;88;400;0.6363636363636364;110.0;0
2591;5500.0;54;58;74;2200;1.0833333333333333;240.0;0
2592;2200.0;69;59;89;3200;0.4375;250.0;0
2593;600.0;56;53;76;900;1.0;200.0;0
2594;1100.0;52;123;72;100;1.0;150.0;0
2595;1100.0;39;66;59;1600;0.75;100.0;1
2596;1800.0;52;59;72;2000;0.75;100.0;0
2597;1900.0;51;88;71;200;0.2727272727272727;200.0;0
2598;3200.0;47;63;67;400;0.75;100.0;0
2599;1500.0;56;63;76;1800;0.625;135.0;1
2600;1500.0;49;60;69;500;1.1818181818181819;75.0;1
2601;1600.0;47;197;67;200;2.0;150.0;1
2602;800.0;45;58;65;2100;0.5714285714285714;100.0;1
2603;2400.0;40;247;60;4900;0.2857142857142857;120.0;0
2604;1800.0;63;54;83;200;1.0;150.0;0
2605;800.0;33;52;53;2200;0.5;160.0;1
2606;1900.0;61;3077;81;3000;1.0;120.0;1
2607;9100.0;56;63;76;100;0.6666666666666666;270.0;0
2608;5200.0;57;477;77;1500;2.0;150.0;0
2609;1300.0;44;116;64;100;1.0;260.0;1
2610;2200.0;55;61;75;700;0.6666666666666666;150.0;1
2611;3900.0;67;62;87;3300;1.0;220.0;0
2612;9000.0;45;2203;65;2200;2.0;400.0;0
2613;16100.0;56;65;76;2300;2.5;150.0;1
2614;8300.0;50;58;70;2000;0.6666666666666666;150.0;1
2615;3400.0;56;56;76;1700;0.6666666666666666;565.0;0
2616;700.0;79;2919;99;2900;1.0;70.0;0
2617;1900.0;37;129;57;100;1.0;160.0;0
2618;4600.0;46;2035;66;2000;0.058823529411764705;200.0;0
2619;2900.0;58;66;78;400;0.3333333333333333;200.0;0
2620;700.0;58;4413;78;4400;1.0;229.0;0
2621;3400.0;48;106;68;100;3.0;150.0;0
2622;300.0;59;242;79;1500;0.6666666666666666;50.0;1
2623;6800.0;61;2627;81;2600;1.0;180.0;1
2624;2900.0;44;53;64;100;2.0;600.0;0
2625;6000.0;43;154;63;300;0.4;100.0;0
2626;10900.0;64;60;84;2200;0.47058823529411764;150.0;1
2627;700.0;61;2467;81;2500;1.0;100.0;0
2628;2700.0;61;59;81;2600;0.5;250.0;0
2629;8500.0;61;2476;81;2400;1.0;235.0;0
2630;2500.0;61;3846;81;3900;0.5;200.0;1
2631;4000.0;42;179;62;100;1.0;100.0;1
2632;5700.0;56;155;76;100;2.0;150.0;1
2633;600.0;61;2231;81;2200;1.0;205.0;0
2634;600.0;56;63;76;2000;0.8571428571428571;100.0;1
2635;500.0;47;63;67;2200;1.0;200.0;1
2636;3500.0;54;243;74;200;0.5;100.0;1
2637;2500.0;34;438;54;400;1.0;210.0;0
2638;400.0;57;63;77;2000;0.5;70.0;1
2639;1200.0;55;64;75;1200;0.5652173913043478;100.0;1
2640;2600.0;57;82;77;200;1.2;100.0;0
2641;5300.0;68;53;88;200;0.4166666666666667;300.0;0
2642;3500.0;41;79;61;400;0.75;100.0;1
2643;800.0;50;3852;70;3900;1.0;80.0;0
2644;11500.0;59;56;79;100;1.0;300.0;0
2645;900.0;48;3335;68;3300;1.0;100.0;0
2646;3000.0;64;136;84;100;0.3333333333333333;120.0;0
2647;3500.0;45;1859;65;1800;0.5;300.0;0
2648;13900.0;56;58;76;1900;0.8666666666666667;400.0;1
2649;7600.0;44;192;64;100;1.0;215.0;0
2650;12200.0;43;62;63;1900;0.5909090909090909;250.0;0
2651;3700.0;79;265;99;2200;1.0;320.0;1
2652;1100.0;64;57;84;200;0.3333333333333333;100.0;0
2653;600.0;35;79;55;1900;1.0;80.0;0
2654;900.0;57;242;77;200;2.0;250.0;0
2655;2400.0;70;1025;90;3000;2.0;250.0;1
2656;2200.0;61;80;81;2900;0.8571428571428571;200.0;1
2657;5700.0;62;53;82;1700;0.375;110.0;0
2658;1500.0;35;73;55;3100;0.625;100.0;1
2659;2300.0;74;81;94;100;0.75;225.0;0
2660;1000.0;61;3270;81;3200;1.0;100.0;1
2661;2900.0;38;247;58;200;1.0;200.0;0
2662;3600.0;56;166;76;100;1.0;250.0;0
2663;600.0;56;79;76;200;0.2;100.0;0
2664;700.0;55;79;75;1800;0.5263157894736842;100.0;1
2665;5000.0;65;138;85;100;1.0;300.0;0
2666;2400.0;62;81;82;2000;0.6;170.0;1
2667;2900.0;66;76;86;1700;0.625;170.0;0
2668;2500.0;71;130;91;100;0.3333333333333333;100.0;0
2670;2000.0;32;82;52;200;0.8333333333333334;100.0;0
2671;600.0;53;2198;73;2100;0.2;160.0;1
2672;700.0;61;3882;81;3800;1.0;75.0;0
2673;700.0;40;2944;60;3100;0.5;227.0;0
2674;3400.0;39;141;59;100;1.0;100.0;0
2675;2100.0;47;62;67;200;1.0;180.0;1
2676;1200.0;36;200;56;100;0.5;200.0;1
2677;600.0;40;68;60;100;1.0;100.0;0
2678;1200.0;40;1135;60;1800;0.5;130.0;0
2679;2200.0;34;141;54;1700;0.9090909090909091;300.0;1
2680;5300.0;49;172;69;100;1.0;210.0;0
2681;2100.0;49;293;69;200;0.5;200.0;0
2682;1500.0;64;61;84;400;0.6111111111111112;100.0;0
2683;3500.0;34;141;54;300;0.2857142857142857;110.0;0
2684;600.0;50;2793;70;2700;2.0;150.0;0
2685;13600.0;58;233;78;200;0.5;250.0;0
2686;1900.0;60;143;80;100;1.0;300.0;0
2687;1000.0;46;3068;66;3000;0.2222222222222222;120.0;0
2688;34900.0;41;52;61;2300;0.8;300.0;1
2689;800.0;43;80;63;600;0.8333333333333334;70.0;1
2690;4100.0;45;51;65;2900;1.0909090909090908;125.0;1
2691;800.0;61;2805;81;3300;1.0;90.0;0
2692;5400.0;42;56;62;200;0.75;500.0;0
2693;1400.0;67;3432;87;3400;0.5;250.0;0
2694;1300.0;57;221;77;200;1.0;110.0;1
2695;3000.0;58;59;78;300;0.5;120.0;0
2696;1600.0;59;58;79;2500;0.6153846153846154;150.0;1
2697;600.0;61;4243;81;4200;0.5;100.0;0
2698;1400.0;77;72;97;1800;0.16666666666666666;200.0;0
2699;4100.0;56;198;76;1900;0.4444444444444444;230.0;0
2700;9100.0;52;59;72;2100;1.375;150.0;0
2701;1300.0;56;123;76;100;1.0;110.0;1
2702;1600.0;53;74;73;1000;0.6666666666666666;100.0;0
2703;2000.0;36;1495;56;1400;0.5;120.0;0
2704;800.0;43;1404;63;1400;0.3333333333333333;200.0;1
2705;4100.0;56;74;76;1700;1.0;150.0;0
2706;7600.0;54;137;74;100;0.5;220.0;0
2707;900.0;55;79;75;3100;0.75;120.0;1
2708;5400.0;67;70;87;200;1.0;150.0;0
2709;3200.0;42;187;62;100;1.0;150.0;1
2710;1300.0;52;78;72;1400;0.6666666666666666;200.0;0
2711;1100.0;56;558;76;900;1.0;150.0;1
2712;7500.0;61;81;81;100;0.3333333333333333;420.0;0
2713;9100.0;70;61;90;3200;0.32;270.0;0
2714;3500.0;57;167;77;100;1.0;200.0;0
2715;600.0;66;82;86;600;0.8181818181818182;70.0;0
2716;3300.0;43;141;63;100;0.5;400.0;0
2717;2500.0;60;55;80;1800;1.2307692307692308;120.0;1
2718;1000.0;43;68;63;300;1.0;150.0;1
2719;3200.0;62;140;82;100;1.0;150.0;0
2720;3800.0;61;54;81;2000;0.5;215.0;0
2721;1800.0;43;142;63;100;1.0;105.0;0
2722;3400.0;61;54;81;200;0.42857142857142855;180.0;1
2723;300.0;52;2824;72;2800;1.0;100.0;1
2724;1000.0;37;58;57;2600;2.0;70.0;1
2725;600.0;52;58;72;1700;0.42857142857142855;100.0;0
2726;6800.0;54;69;74;400;0.4166666666666667;175.0;1
2727;1700.0;60;58;80;2800;1.3333333333333333;80.0;0
2728;1600.0;39;2366;59;2300;0.3333333333333333;150.0;0
2729;600.0;61;338;81;3500;0.2857142857142857;150.0;0
2730;1100.0;61;83;81;1800;0.4;75.0;0
2731;1900.0;42;204;62;200;1.0;235.0;0
2732;48500.0;56;1759;76;1700;2.0;300.0;0
2733;1600.0;66;55;86;1800;0.2916666666666667;500.0;0
2734;16500.0;54;1881;74;1800;2.0;250.0;1
2735;3000.0;65;59;85;500;0.6666666666666666;330.0;1
2736;1300.0;65;58;85;3200;0.6;100.0;1
2737;1400.0;61;1802;81;2300;0.5;120.0;0
2738;1200.0;61;58;81;3000;1.0;80.0;1
2739;1900.0;61;52;81;3100;0.5;200.0;1
2740;1200.0;82;58;102;3000;0.8181818181818182;120.0;0
2741;700.0;34;52;54;1600;1.0;300.0;1
2742;500.0;66;59;86;2900;0.6666666666666666;100.0;0
2743;1300.0;61;2852;81;2800;0.5;400.0;1
2744;2900.0;59;1730;79;1700;2.0;100.0;1
2745;6600.0;68;52;88;200;0.2857142857142857;200.0;0
2746;2300.0;44;63;64;100;0.5;230.0;0
2747;1300.0;61;59;81;1900;0.6666666666666666;100.0;0
2748;4600.0;63;58;83;1800;0.75;120.0;0
2749;1400.0;58;58;78;1800;0.5625;100.0;0
2750;2100.0;46;59;66;2000;0.4;170.0;0
2751;7000.0;49;80;69;200;0.6;250.0;1
2752;48600.0;59;2065;79;2000;1.0;400.0;1
2753;2600.0;33;57;53;100;1.0;100.0;0
2754;4200.0;53;57;73;400;1.0;250.0;0
2755;4900.0;39;53;59;200;2.0;250.0;0
2756;2400.0;53;193;73;100;1.0;120.0;0
2757;3300.0;61;3980;81;4000;1.0;150.0;0
2758;7400.0;47;2625;67;2600;2.0;200.0;1
2759;2200.0;50;58;70;2300;1.5;175.0;0
2760;1200.0;48;58;68;100;0.6666666666666666;150.0;0
2761;7500.0;46;58;66;200;0.5;215.0;0
2762;3400.0;57;58;77;200;0.6666666666666666;150.0;0
2763;3200.0;61;2886;81;2800;1.0;170.0;0
2764;3800.0;51;145;71;100;0.25;200.0;0
2765;800.0;61;58;81;3100;0.42857142857142855;50.0;1
2766;2800.0;61;61;81;4000;1.0;150.0;0
2767;6000.0;56;53;76;1800;0.4074074074074074;1000.0;0
2768;1200.0;51;65;71;100;0.5;200.0;0
2769;700.0;44;81;64;1700;0.6666666666666666;150.0;1
2770;3400.0;55;81;75;1200;0.4166666666666667;150.0;1
2771;6600.0;75;55;95;2200;1.0;150.0;0
2772;1000.0;45;81;65;2100;0.45454545454545453;150.0;0
2773;7900.0;61;88;81;300;0.4444444444444444;260.0;0
2774;4700.0;78;61;98;2200;1.6666666666666667;150.0;1
2775;500.0;55;81;75;200;0.8;100.0;1
2776;4300.0;55;116;75;100;1.0;150.0;1
2777;8500.0;61;1638;81;2200;0.3333333333333333;100.0;0
2778;1200.0;50;2709;70;2700;2.0;390.0;0
2779;1500.0;47;301;67;200;1.0;200.0;1
2780;3400.0;38;117;58;100;1.0;210.0;0
2781;3100.0;39;2115;59;2100;1.0;200.0;0
2782;3700.0;36;117;56;100;1.0;170.0;0
2783;2300.0;71;63;91;100;1.0;120.0;0
2784;9800.0;48;106;68;100;0.5;150.0;1
2785;42100.0;56;2132;76;2100;2.0;100.0;0
2786;3600.0;48;149;68;100;0.5;185.0;0
2787;5600.0;61;58;81;2000;0.6666666666666666;150.0;1
2788;900.0;33;62;53;2200;0.5;150.0;1
2789;2400.0;34;62;54;2800;0.7272727272727273;120.0;0
2790;2200.0;43;80;63;3300;0.7777777777777778;250.0;0
2791;6300.0;49;149;69;100;1.0;1000.0;0
2792;1700.0;59;70;79;3200;0.25;150.0;0
2793;3700.0;60;70;80;3100;0.15384615384615385;150.0;0
2794;1100.0;57;1690;77;1600;0.5;200.0;0
2795;2800.0;42;119;62;100;1.0;100.0;0
2796;1800.0;61;58;81;2200;0.6923076923076923;100.0;0
2797;28000.0;56;58;76;2100;1.6;300.0;1
2798;3000.0;47;59;67;2100;0.6666666666666666;120.0;1
2799;1800.0;63;118;83;100;2.0;160.0;0
2800;1700.0;60;59;80;100;1.0;125.0;1
2801;3700.0;37;120;57;100;1.0;160.0;0
2802;1200.0;38;59;58;200;1.0;150.0;0
2803;600.0;58;62;78;100;1.0;70.0;0
2804;1200.0;46;82;66;2800;0.7777777777777778;150.0;1
2805;800.0;55;56;75;2100;4.0;100.0;1
2806;1000.0;47;63;67;200;0.3333333333333333;300.0;0
2807;6200.0;58;61;78;100;3.0;100.0;1
2808;1100.0;37;78;57;1200;1.2;100.0;0
2809;8900.0;42;68;62;2700;1.4444444444444444;355.0;0
2810;1600.0;64;55;84;500;0.5;150.0;0
2811;1400.0;78;60;98;1800;1.125;150.0;0
2812;2300.0;67;58;87;200;1.0;110.0;0
2813;4800.0;51;58;71;100;0.5;225.0;0
2814;10100.0;60;155;80;100;1.0;300.0;0
2815;2300.0;63;58;83;2100;0.6;200.0;0
2816;5800.0;61;69;81;2500;0.6923076923076923;140.0;0
2817;500.0;61;58;81;2600;0.45454545454545453;75.0;1
2818;3100.0;46;62;66;800;1.4285714285714286;200.0;1
2819;1100.0;54;113;74;100;1.0;125.0;0
2820;14300.0;63;1213;83;1300;0.5;80.0;0
2821;2900.0;71;65;91;2700;1.0;130.0;1
2822;800.0;41;1788;61;1700;1.0;110.0;0
2823;700.0;42;126;62;100;1.0;100.0;0
2824;700.0;39;51;59;2100;0.5714285714285714;120.0;0
2825;2500.0;36;216;56;200;0.5;200.0;0
2826;7400.0;56;664;76;2200;2.0;320.0;0
2827;7300.0;51;58;71;100;0.6666666666666666;150.0;1
2828;2400.0;44;86;64;2100;0.4;150.0;1
2829;1500.0;62;52;82;2500;0.8;100.0;1
2830;5100.0;59;2991;79;2900;2.0;230.0;1
2831;3600.0;50;59;70;3300;0.5;100.0;0
2832;2600.0;48;70;68;2800;1.1818181818181819;170.0;1
2833;3500.0;41;114;61;400;0.5714285714285714;200.0;0
2834;2600.0;61;1343;81;2500;0.3333333333333333;100.0;0
2835;2400.0;46;58;66;2100;0.5789473684210527;200.0;0
2836;2300.0;52;128;72;100;1.0;160.0;0
2837;600.0;42;422;62;2100;1.25;100.0;0
2838;1500.0;39;253;59;1400;1.3333333333333333;150.0;1
2839;30500.0;56;127;76;2100;0.6363636363636364;300.0;0
2840;2400.0;61;59;81;1700;0.7857142857142857;150.0;0
2841;800.0;42;94;62;1600;3.5;150.0;0
2842;5500.0;42;94;62;1600;3.5;150.0;0
2843;1100.0;51;176;71;2100;1.75;150.0;1
2844;5100.0;63;70;83;200;0.875;120.0;1
2845;3200.0;61;203;81;2600;0.15384615384615385;180.0;0
2846;1400.0;42;1866;62;1800;2.0;150.0;0
2847;19400.0;57;73;77;1800;1.25;300.0;0
2848;600.0;48;63;68;1500;0.5333333333333333;100.0;1
2849;1300.0;41;82;61;3100;0.5;100.0;0
2850;3000.0;57;103;77;1800;3.4;220.0;0
2851;4800.0;66;53;86;1500;0.4444444444444444;300.0;0
2852;1000.0;55;208;75;200;1.0;115.0;1
2853;3500.0;54;67;74;1400;0.23809523809523808;200.0;0
2854;1900.0;38;60;58;900;0.4;200.0;0
2855;6200.0;40;61;60;1600;1.0;150.0;0
2856;1800.0;51;60;71;1300;0.6666666666666666;100.0;1
2857;1900.0;50;330;70;300;1.0;400.0;0
2858;1400.0;53;130;73;100;2.0;150.0;0
2859;3400.0;48;89;68;100;0.6666666666666666;170.0;0
2860;1800.0;62;2142;82;2100;0.5;200.0;0
2861;5400.0;46;187;66;100;1.0;530.0;0
2862;8200.0;53;85;73;100;0.8;500.0;0
2863;1900.0;42;649;62;1400;1.0;160.0;0
2864;1200.0;64;92;84;1500;0.6666666666666666;150.0;0
2865;6100.0;56;67;76;2100;1.7;170.0;1
2866;2600.0;51;1170;71;1100;0.5;200.0;0
2867;4900.0;57;3117;77;3100;2.0;150.0;0
2868;20500.0;56;1680;76;1600;2.0;200.0;1
2869;4100.0;62;63;82;200;0.6666666666666666;200.0;0
2870;1300.0;57;253;77;200;1.0;165.0;0
2871;600.0;40;281;60;200;1.0;75.0;0
2872;1600.0;56;279;76;2300;1.0;250.0;1
2873;3100.0;57;64;77;200;0.2222222222222222;165.0;0
2874;4900.0;42;54;62;2200;0.625;150.0;0
2875;4600.0;61;201;81;2900;0.06451612903225806;150.0;0
2876;1900.0;75;201;95;2800;0.13636363636363635;160.0;0
2877;900.0;61;78;81;2800;1.8181818181818181;50.0;1
2878;1300.0;37;131;57;100;1.0;80.0;0
2879;4400.0;61;79;81;1800;0.7777777777777778;200.0;1
2880;1300.0;68;81;88;300;0.6153846153846154;100.0;1
2881;2300.0;36;223;56;200;1.0;170.0;0
2882;8300.0;56;92;76;3200;0.375;150.0;0
2883;2500.0;52;2142;72;2100;1.0;200.0;0
2884;1200.0;61;2753;81;2900;1.0;130.0;0
2885;4300.0;55;80;75;100;0.6666666666666666;210.0;0
2886;3500.0;40;134;60;100;0.5;150.0;0
2887;1700.0;36;98;56;3000;1.0;100.0;0
2888;800.0;61;64;81;2800;0.8;150.0;1
2889;1200.0;61;2449;81;2400;1.0;200.0;0
2890;2400.0;39;193;59;100;0.5;100.0;0
2891;5000.0;56;74;76;2800;0.5454545454545454;180.0;0
2892;600.0;43;67;63;1400;1.4444444444444444;100.0;0
2893;3100.0;47;58;67;300;0.8;150.0;1
2894;18300.0;51;81;71;1800;0.75;500.0;0
2896;3100.0;40;58;60;100;0.6666666666666666;185.0;0
2897;1100.0;36;81;56;1500;0.7333333333333333;130.0;0
2898;2800.0;40;56;60;1900;0.625;250.0;0
2899;2700.0;52;164;72;100;0.5;914.0;0
2900;2300.0;61;91;81;1900;0.6;150.0;0
2901;3400.0;61;74;81;2400;0.8;100.0;0
2902;2700.0;61;1911;81;2000;1.0;230.0;0
2903;4400.0;32;1193;52;2100;2.0;280.0;0
2904;900.0;56;57;76;2200;1.0;120.0;0
2905;1800.0;69;228;89;1000;0.375;150.0;0
2906;7100.0;45;1630;65;1600;2.0;150.0;1
2907;2800.0;39;226;59;200;1.0;150.0;0
2908;1700.0;61;2860;81;2800;0.5;200.0;0
2909;1500.0;55;71;75;1400;1.6666666666666667;125.0;1
2910;1100.0;44;2300;64;2200;2.0;200.0;0
2911;7300.0;46;59;66;2000;0.7142857142857143;225.0;1
2912;600.0;58;81;78;2900;0.5555555555555556;100.0;0
2913;1600.0;62;58;82;100;0.6666666666666666;125.0;0
2914;2500.0;58;611;78;600;0.16666666666666666;150.0;0
2915;7800.0;56;72;76;200;0.6666666666666666;220.0;0
2916;12300.0;55;62;75;300;0.75;350.0;0
2917;5400.0;68;135;88;100;0.5;200.0;0
2918;900.0;37;58;57;2200;0.75;200.0;1
2919;900.0;62;2974;82;2900;1.0;120.0;1
2920;5300.0;49;140;69;100;1.0;150.0;0
2921;3100.0;38;219;58;200;0.5;150.0;0
2922;5700.0;38;62;58;200;0.8333333333333334;160.0;0
2923;1700.0;52;61;72;200;1.0;110.0;0
2924;2600.0;72;55;92;100;0.5;100.0;0
2925;2400.0;35;353;55;300;1.0;400.0;0
2926;1300.0;40;231;60;200;0.5;125.0;1
2927;3200.0;51;83;71;200;0.7142857142857143;150.0;0
2928;1100.0;55;279;75;300;0.6666666666666666;120.0;0
2929;3500.0;66;62;86;1200;0.5454545454545454;120.0;0
2930;700.0;61;58;81;3100;1.5;100.0;1
2931;4400.0;64;55;84;2400;0.6666666666666666;225.0;0
2932;1300.0;61;51;81;2400;0.6666666666666666;250.0;0
2933;1400.0;31;62;51;1800;0.5;200.0;0
2934;3000.0;70;58;90;2300;0.6923076923076923;130.0;0
2935;4500.0;49;62;69;400;0.5714285714285714;200.0;0
2936;4300.0;61;2396;81;2500;1.0;280.0;0
2937;2800.0;36;2550;56;2500;2.0;500.0;0
2938;6200.0;55;58;75;100;0.75;250.0;0
2939;2100.0;56;2718;76;2700;2.0;150.0;0
2940;1600.0;52;52;72;300;0.6666666666666666;125.0;0
2941;600.0;42;2139;62;2100;1.0;180.0;0
2942;1400.0;43;173;63;100;1.0;150.0;0
2943;1900.0;40;52;60;300;2.0;120.0;1
2944;1200.0;64;79;84;2600;1.0;120.0;0
2945;1900.0;45;66;65;100;0.5714285714285714;180.0;0
2946;4300.0;48;79;68;2500;1.6;120.0;1
2947;3000.0;61;1891;81;3100;1.0;200.0;0
2948;1700.0;63;79;83;200;0.6666666666666666;200.0;0
2949;1900.0;68;199;88;3400;0.75;400.0;0
2950;1000.0;43;116;63;600;0.3333333333333333;125.0;0
2951;1800.0;61;417;81;2500;0.3333333333333333;150.0;0
2952;1200.0;46;91;66;400;0.5;75.0;1
2953;1000.0;41;62;61;2600;0.8;120.0;1
2954;19700.0;56;62;76;1600;1.3076923076923077;250.0;1
2955;3100.0;63;54;83;200;1.0;250.0;0
2956;2900.0;61;63;81;2300;0.6428571428571429;100.0;1
2957;12100.0;50;53;70;200;2.0;80.0;0
2958;4800.0;61;61;81;2400;0.5;100.0;0
2959;1400.0;56;64;76;2700;0.6666666666666666;150.0;0
2960;2500.0;47;531;67;500;1.0;205.0;1
2961;7800.0;56;1824;76;1800;2.0;180.0;0
2962;15800.0;32;72;52;2000;0.9444444444444444;250.0;0
2963;2100.0;55;147;75;500;0.16666666666666666;200.0;0
2964;21000.0;62;2068;82;2000;2.0;300.0;0
2965;500.0;61;65;81;3000;1.0;80.0;0
2966;2600.0;61;65;81;3600;0.21739130434782608;100.0;0
2967;4200.0;56;61;76;1600;0.5;260.0;0
